"","Calu3_mock3","Calu3_mock2","Calu3_mock1","Calu3_SARSCoV2_3","Calu3_SARSCoV2_2","Calu3_SARSCoV2_1","SRR1942929","SRR1942934","SRR1942956","SRR1942957","SRR1942960","SRR1942961","SRR1942989","SRR1942990","cluster","gene_type"
"BRWD3",-1.13769704331593,-1.7801406341052,-1.20280720579149,-0.66068647343718,-0.484354493194453,-0.748336737545271,0.38229917388623,0.476257136208599,1.43281447947673,1.43316520834878,0.426997229848534,0.45878550491805,0.679609768334979,0.724094086367623,3,"Human"
"SLITRK5",-0.618081676920814,-0.707768254981541,-0.370383275061074,-1.07220138674658,-2.12928049093057,-0.858814359661583,0.67195924029256,0.270202488702795,0.15376058822425,0.882368099617188,0.61076091286787,0.499950525214007,1.17367551802617,1.49385207135733,3,"Human"
"ARMC3",2.11615548300342,0.601908489139535,2.03248227050918,-0.688498158533599,-0.836280603588112,0.139901214220024,-0.287503208680823,-0.161147259727673,-1.52741009709324,-0.298450552209578,-0.257696464882848,-0.280413472344044,-0.217406352234255,-0.335641287578001,5,"Human"
"OTUD1",-0.0764499241835875,-0.519440791131173,-0.162859833710416,1.5180059567367,1.92823924263141,1.68814264656611,-0.936373510697947,-0.86806559082331,0.084239464705582,0.00371888219864332,-1.03176501202261,-0.921410387170242,-0.240396336203939,-0.465584806895223,7,"Human"
"ARHGAP12",-0.860317480000725,-1.6875090387355,-1.12705908534873,-0.612522691713302,-0.397156971121344,-0.896539165752625,0.0960869726353842,0.235489506530097,0.939008243656159,0.854055269018915,0.130009957932974,0.135760748529345,1.63878067405004,1.5519130603193,2,"Human"
"FAT3",-0.993828461311991,-0.675901769551663,-0.650723981190159,-0.276431869054551,-1.86326522946331,-1.05368572947183,0.367056196859693,0.516980929957392,0.698543928767663,0.400228032679662,-0.0153335102608123,0.302360221725273,1.4348908907135,1.80911034960113,2,"Human"
"FBXO33",-0.651806188675718,-2.50758477392917,-0.995410801482305,-0.206320354607433,0.0956430593756833,-0.940852039756201,0.257373674240211,0.963641832504812,0.99891025027392,1.1853464524407,0.738972657335222,0.478737282066441,0.201469919620337,0.381879030593533,3,"Human"
"INTS6L",-1.06874286686901,-1.6007963803757,-1.25379191399063,0.405873514519913,0.610093078138277,0.19681693702553,-0.500557126649658,-0.101156503815053,1.83453571247658,1.70058680716949,-0.309974723169412,-0.484970985462099,0.545207567865091,0.0268768831366918,1,"Human"
"CLDN2",0.570500074495585,0.510916688244696,0.556844738108814,-1.48516766265884,-1.76030967630648,-1.31766433004937,1.05797844529686,1.10158788415592,-0.246232386641686,-0.395001677361952,1.05001699395826,1.07383750413014,-0.372204895053026,-0.345101700318911,6,"Human"
"SPTSSA",0.335623113692971,-0.599099143321425,0.00603733109400449,-1.60213702921417,-1.09792863969958,-0.977126931766564,1.06790855677885,1.286032485059,-0.832078018973556,-0.979921107054038,1.11875245167212,1.2607123958169,0.499153163867842,0.514071372047647,6,"Human"
"WRN",-0.643683246803728,-2.10570992944143,-1.24942997827711,-0.409252067238428,-0.569322850822448,-0.718343611371895,0.921216387758989,1.45953585612582,0.874086851842081,0.509202736354374,0.962639263892914,0.768814457852799,-0.0464202975254279,0.246666427653517,6,"Human"
"MARCHF8",-1.11286948400933,-1.28131067009767,-0.952974450247251,-1.38093747961118,-0.781087815288926,-0.816444929223185,0.744547911764614,0.938285266241137,1.34661106360691,1.2294289186563,0.705789202325161,0.425297428083781,0.743147671806162,0.192517365993508,3,"Human"
"TSHR",-0.926062798047778,-1.83958316285545,-1.05053791512703,-0.427849503981033,-0.982618004838573,-0.955081326337346,0.69653927253555,0.755572698907712,0.472744118252889,0.722398701150275,0.560664527950433,0.397079574219927,1.26915160032271,1.30758221784771,1,"Human"
"CFL2",-0.980006053643427,-1.70401209529723,-1.42822783160938,-0.109791665727452,-0.327410976590327,-0.478126359292676,0.0129068312602301,0.430810058673956,0.41547466489071,0.43453987188352,0.103575380771916,0.115520114317259,1.74661551222855,1.76813254813435,2,"Human"
"SUGT1",1.7620241197687,1.11779007184614,0.56459292537229,0.724456552758171,1.2505004045001,0.0112011900850426,-0.494899536739039,-0.101840267328698,-0.229718213048116,-0.752775350044285,-0.421931354269675,-0.457856265361339,-0.956195487368924,-2.01534879017033,9,"Human"
"GTF2A1",-0.574444530615376,-1.56490132016209,-1.04948178428685,-1.14981901379525,-0.786984299795246,-1.35022432487506,0.644431522874159,0.774179908054419,0.942138004064177,0.946289801950748,0.733948906177601,0.643398562981813,0.888875118140496,0.90259344928646,3,"Human"
"ZCCHC24",0.339347385521787,0.804851951190642,1.11155709072499,0.94953125230527,1.68760343520538,1.08427266001277,-1.03054798290045,-1.34371068585963,0.0998571189487094,-0.34485952127758,-0.736599568337578,-1.26976332124978,-0.599807643642822,-0.751732170641712,5,"Human"
"PGM2L1",-0.457265936303512,-1.21628656695643,-0.998678434755292,-0.602903708610075,-0.489597023340188,-0.998978670844193,-0.375378933627296,-0.216097334359093,1.21268635531556,1.35354683975971,-0.210201658153893,-0.20456646600671,1.55293707936477,1.65078445851665,2,"Human"
"GJB2",-0.201816107832386,0.888682376215873,0.882588324569295,1.46298385337103,0.763371617373975,1.55902292393629,-0.117399781889049,0.237678892315643,-1.34322997418943,-0.937880681209108,-0.334663266577125,-0.330512077398758,-1.44338501498888,-1.08544108369738,5,"Human"
"CRYL1",1.14763680684436,1.30302974917165,1.15985792856846,0.827999443717825,0.790396003931263,0.890234895191545,-0.31235927675187,-0.327234482023854,-0.84967901800513,-0.837548574740195,-0.426688190857521,-0.341925852161916,-1.37322846137954,-1.65049097150508,4,"Human"
"REEP3",-0.0925427796951654,-1.38124529896871,-0.765102173638399,-1.07489924295654,-0.817069695362403,-1.47325562778367,1.05228793219776,1.47461156629899,0.642753283470009,0.633992433331666,1.05507184286801,1.10514241691241,-0.114181040509739,-0.245563616164226,6,"Human"
"DDIAS",-0.0735758125874,-0.898958323157653,-0.517750096530166,-0.882133384507785,-1.35456893585007,-1.716059069795,0.442835440606496,0.76040705901219,0.0580241126051478,0.0558030333694076,0.499259512870361,0.434317983194786,1.74805645745732,1.44434202331238,3,"Human"
"PCF11",-1.02296183805408,-1.19592775887054,-0.99381266108523,-0.399745840115925,-0.347344470701951,-0.71182915105016,-0.0336417390681569,0.011915884441906,0.473163602867288,0.409628231217015,-0.135265587769315,-0.132766766539215,2.07230582748017,2.0062822672482,2,"Human"
"RPL36AL",1.28106764688897,1.93785406884974,1.22656447010806,-0.774699629964763,-0.310385183297687,-0.384151200873287,0.206169912938031,0.493562901255294,-0.900629682657726,-1.19869778564518,0.30485998147758,0.349239895212112,-1.0207923800774,-1.20996301421371,9,"Human"
"DEPP1",-0.0842433779257368,0.0124955138978201,-0.0282203365459834,1.53005457633954,1.79686393069504,1.6979414824377,-0.981932510238957,-1.09689630026652,-0.549258145336459,-0.571839588829053,-0.892561631247909,-0.968043402488357,0.0598539195833394,0.0757858699255398,7,"Human"
"ZNF22",-1.71437080825375,-1.7638634974322,-1.32867180791211,0.543257398040133,0.0846785636931182,-0.187537064220872,0.156811045248764,0.743508678259296,0.166765641490761,-0.140989698654154,0.260988218698917,0.346766717937964,1.51992084307,1.31273577003414,1,"Human"
"EML5",-0.994689160102117,-1.17913650570479,-0.485278346121491,-0.0830330935200589,-2.03084043491685,-0.432684005500555,0.994698584134669,1.27778583919499,1.48755191619943,0.619480777210204,-0.118521956636897,-0.223141468238547,0.809576771303424,0.358231082698558,3,"Human"
"NEMF",-0.453209405172779,-1.79189288220113,-1.23115332873339,-0.74343622289227,-0.654382186047706,-1.34322341023471,0.431446707425312,0.776150271549083,1.00235568160648,1.22524308999202,0.586027859939937,0.591233149103015,0.864003161919328,0.740837513746833,3,"Human"
"RPUSD4",-0.457463704069137,0.388866084469938,0.163908350156408,-1.97127440089406,-1.09589747550388,-1.66740872772188,0.768310014644728,0.582199842386543,0.471447450844355,-0.414242798709625,0.300469782225291,0.429489691756299,1.34730457643958,1.15429131397541,11,"Human"
"TTC8",-1.00198383633462,-0.431719754758357,-0.471922308652923,-1.39949950011012,-1.50687679186162,-1.42105420220987,0.603582379406434,1.00103864915699,0.300158834619365,0.692581518293153,0.782473137927512,0.752242720534186,1.14246685992708,0.958512294062791,6,"Human"
"CDX2",0.943381456215465,1.4826667589115,1.55248893886343,0.27960876741988,1.12089928075329,0.487152781774235,-0.687810962158792,-0.513242888718812,-0.341643320587931,-1.27803236115375,-0.41280037305107,-0.0766033559599759,-1.27803236115375,-1.27803236115375,4,"Human"
"KBTBD6",-0.960726553771077,-1.5296732431553,-0.806275748955975,-0.753222442906337,-0.48321728000082,-0.858180758590843,0.0439725347149088,-0.172603911286286,1.3680115312638,1.29123675155611,-0.000267541357366017,0.0827879270328002,1.62708775803942,1.15107097741697,2,"Human"
"FAAH2",1.07027172359218,-0.175644811802483,0.258560281444385,1.42389131083925,1.72660358327194,1.41288828316091,-0.427456446006562,-0.447361058396992,-0.625211655110201,-1.05797615404974,-0.559680290354955,-0.430548382572326,-1.01552105519631,-1.15281532881909,5,"Human"
"BEND7",1.45769790346597,0.58568208390114,1.23249062681869,1.15410867566712,0.858764972176025,1.12297679161965,-0.94036583421616,-0.761155084339521,-0.527742639631892,-0.570772057619237,-1.15959480770901,-1.20758403041123,-0.485718433503036,-0.758788166218486,5,"Human"
"ATP5F1C",1.31335873859848,1.42511577513811,1.03488108493263,-0.0477538851079401,0.0921228036551582,-0.0409476296617252,0.375741722643277,0.558657022465443,-0.911038092577914,-1.0125554527327,0.281637892645659,0.299326171825229,-1.61461272740256,-1.75393342442115,8,"Human"
"TAF3",-0.680605744748578,-1.26033030740161,-1.33671211564498,-0.123776558984888,-0.231507174520082,-0.24316210138795,-0.375550800814716,-0.347792333516011,0.970628707200257,0.818350977995433,-0.457195007448108,-0.413894327628599,1.80574085592296,1.87580593097685,2,"Human"
"VSTM4",-0.91355253939791,-0.996287332103747,-1.29998776079595,-1.24988812944571,-0.401793708148873,-0.297620780651489,-0.407793074590743,0.118677041415588,1.17581198683444,0.397261306443477,0.442518226629467,0.0490444437425678,1.80855604674044,1.57505427332846,2,"Human"
"VDAC2",1.16782498035722,1.47407127724273,0.815225507721964,0.919555029356809,0.962513647980012,0.845859719380768,-0.461084119094464,-0.1122414808725,-1.31693862556138,-1.26781289855611,-0.392412885123459,-0.458927087386145,-1.00704447332309,-1.16858859212234,4,"Human"
"COMTD1",1.11919343835984,1.97080468361914,1.26509700155247,0.136965281970744,0.0110674389625262,0.807994674077274,-0.0293562783565852,-0.537864911390971,-0.809359080913915,-0.739556625486074,-0.108132641231097,-0.252435368790123,-1.35983855741579,-1.47457905495743,10,"Human"
"SLC18A2",-1.04257932489917,-1.04257932489917,-1.04257932489917,-1.04257932489917,-1.04257932489917,-1.04257932489917,0.309377788820342,1.03587471245922,0.0347997750998767,0.657785019033108,0.667404204017289,1.04247244342063,1.56924952457079,0.93851248197377,1,"Human"
"PDZD8",-0.679517610586494,-1.27159350651272,-0.833993523977681,-0.998056092614169,-0.811522215645842,-1.1650335188195,0.0819145110045324,0.212608078486625,1.18514029014454,1.19579386577752,0.0849149949167664,0.0614987964231458,1.44749253131094,1.49035340009233,3,"Human"
"ZNF503",0.593134079968662,0.700479515928036,0.628602061943664,1.14901890474146,1.31159646500985,1.48821204805513,-1.25427066424797,-1.34552095716854,0.101978734321702,-0.158352643351489,-1.10788037637482,-1.20577409555512,-0.467738257865737,-0.433484815404838,5,"Human"
"ABRAXAS2",-0.194056761641857,-2.26610169947041,-2.02310976812766,0.85558303762196,-0.00486556600153337,0.590805452748457,0.459094083896847,0.293815859285912,0.97415368673052,0.907878090598422,-0.244593062867428,-0.135163367859372,0.0807832594381836,0.705776755647917,2,"Human"
"NSD1",-1.01934834179739,-1.58484569807445,-0.916174020394347,-0.657373776688922,-0.910547320389097,-0.782009416891193,0.103007900478706,0.284286793628174,1.21132868240555,1.16910120756376,0.144310352529269,0.223566669802747,1.39387297371536,1.34082399411185,2,"Human"
"SNAPC4",-0.847911061784587,-0.33875572503704,-0.571993890386364,-0.724550253427125,-1.01500590590525,-0.312754598156762,-0.398286371561084,-0.810477036704422,1.06777141651461,1.01657884475995,-0.370422588842096,-0.405676329249086,1.79379656183316,1.9176869379461,2,"Human"
"PMPCA",1.13615980319562,1.61731331340517,1.0358096451391,-1.03984679287876,-1.56505106260926,-1.09297954079263,0.54829693091346,0.391224533892154,-0.867914134798265,-1.06194312655329,0.678934667728835,0.638718989512442,-0.25410174407081,-0.164621482083804,6,"Human"
"ENTR1",0.0527580064214332,0.0540890690871516,-0.417060062877202,-1.13462464378867,-1.95461441914275,-1.53170216538099,0.610642445642503,0.469180484017479,-0.0235480483090012,-0.041056602282562,0.430712634250954,0.580535699505991,1.32996130451514,1.57472629834052,11,"Human"
"TSC1",-1.0803184189476,-1.20618964920182,-0.903205136003225,-0.519393094442938,-0.383295669914941,-0.653989223553748,-0.287315749692178,-0.22836289224806,1.61222228072136,1.73163958343084,-0.250358457907364,-0.21848806832032,1.07976168322508,1.30729281285495,2,"Human"
"GFI1B",-1.30538115446917,-1.30538115446917,-0.162935575892835,-1.30538115446917,0.441742216112654,-1.30538115446917,1.40226296909361,0.429141232082091,0.592548230138447,1.66849506809464,0.0871456625700736,0.274175960591094,-0.242578359463504,0.731527214550435,11,"Human"
"DIPK1B",0.822841708847027,2.27196968300813,1.40826003782046,-0.552883530983126,-0.311751438506987,0.35958358322243,-0.686143719693028,-1.11970674536428,-1.0167086203743,-0.780846955225825,-0.602691873403592,-0.698878566521713,0.36742324897193,0.539533188202862,1,"Human"
"ZMYND19",0.712084486122483,2.50153977450109,1.47936894035431,-0.901411727140286,-0.312191135582658,-0.372908717748113,0.119324363181096,-0.374470611124794,-1.04150461046627,-0.897646896952298,0.123309031080163,0.0835788311678339,-0.169462146543125,-0.949609580849442,9,"Human"
"STOX1",0.605397542519788,1.36547564006269,0.990135821140372,-1.44111351883397,-1.83368461679224,-0.786706310741926,-0.252798669667913,-0.0112216116248099,0.733939511349836,1.29022465763483,-1.065549859221,-0.0768527579377779,0.561750517020851,-0.0789963449087165,4,"Human"
