Series16_A549ACE2_Mock_1,Series16_A549ACE2_Mock_2,Series16_A549ACE2_Mock_3,Series16_A549ACE2_SARSCoV2_1,Series16_A549ACE2_SARSCoV2_2,Series16_A549ACE2_SARSCoV2_3,Series16_A549ACE2_SARSCoV2_Rux_1,Series16_A549ACE2_SARSCoV2_Rux_2,Series16_A549ACE2_SARSCoV2_Rux_3
L1FLnI_7p21.3ea,0,0,0,1,0,0,0,0,0
L1FLnI_7p21.3f,0,0,0,0,0,0,2,0,0
L1FLnI_7p21.3fa,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3g,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3ga,0,1,0,0,0,0,0,0,0
L1FLnI_7p21.3h,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3ha,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3i,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3ia,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3k,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3ka,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3la,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3ma,0,3,4,2,2,0,1,0,0
L1FLnI_7p21.3na,0,1,0,5,5,5,9,8,7
L1FLnI_7p21.3o,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3oa,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3p,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3pa,0,3,1,0,0,1,0,0,0
L1FLnI_7p21.3qa,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3r,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3sa,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3t,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3u,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3ua,0,0,0,0,0,1,0,1,0
L1FLnI_7p21.3va,0,0,0,0,0,0,1,0,0
L1FLnI_7p21.3w,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3x,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3y,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.3z,0,0,0,0,0,0,0,0,0
L1FLnI_7p22.1a,0,0,0,1,0,0,0,0,0
L1FLnI_7p22.1b,0,0,1,0,0,1,0,0,0
L1FLnI_7p22.1c,0,0,0,0,0,0,0,0,0
L1FLnI_7p22.1e,0,0,0,0,0,0,0,0,0
L1FLnI_7p22.1f,0,0,0,1,1,3,0,1,1
L1FLnI_7p22.2,0,0,0,0,0,0,0,0,0
L1FLnI_7p22.3,0,6,1,0,0,1,1,1,1
L1FLnI_7q11.1a,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.1c,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.1d,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21a,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21b,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21c,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21d,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21e,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21f,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21g,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21h,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21i,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21j,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21k,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21l,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21m,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21o,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21p,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21q,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21r,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21t,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21u,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.21v,2,13,9,7,7,9,7,9,9
L1FLnI_7q11.22a,0,1,1,0,0,0,1,0,0
L1FLnI_7q11.22b,0,0,0,0,0,1,0,0,0
L1FLnI_7q11.22c,0,0,0,0,0,0,0,0,0
L1FLnI_7q11.23a,0,3,6,5,7,13,19,9,10
L1FLnI_7q11.23b,0,1,1,0,0,0,5,0,0
L1FLnI_7q11.23d,0,11,23,4,7,0,16,0,1
L1FLnI_7q11.23e,0,2,1,3,0,1,0,0,1
L1FLnI_7q21.11a,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11aa,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11b,0,0,0,0,0,1,0,0,0
L1FLnI_7q21.11ba,0,0,2,4,0,0,1,0,2
L1FLnI_7q21.11c,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11ca,0,0,0,0,0,2,2,0,0
L1FLnI_7q21.11d,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11da,0,4,1,0,1,0,0,0,1
L1FLnI_7q21.11ea,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11f,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11g,0,0,1,0,1,0,0,0,0
L1FLnI_7q21.11ga,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11ha,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11k,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11l,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11la,0,0,0,1,0,0,0,0,0
L1FLnI_7q21.11m,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11ma,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11n,0,0,1,0,0,0,0,0,0
L1FLnI_7q21.11oa,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11q,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11r,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11s,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11sa,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11t,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11ta,0,1,0,0,0,0,0,0,0
L1FLnI_7q21.11u,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11ua,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11v,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11wa,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11x,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.11y,1,1,1,3,1,0,1,2,0
L1FLnI_7q21.11z,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.12a,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.12b,0,0,0,0,0,0,0,0,1
L1FLnI_7q21.12c,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.12d,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.12f,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.12g,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13aa,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13b,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13ba,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13ca,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13d,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13g,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13k,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13m,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13p,4,6,10,3,2,1,3,4,6
L1FLnI_7q21.13q,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13r,0,0,0,0,1,0,0,0,0
L1FLnI_7q21.13s,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13u,0,2,1,0,3,1,1,2,1
L1FLnI_7q21.13x,0,0,0,0,1,0,0,0,0
L1FLnI_7q21.13y,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.13z,0,0,0,0,1,0,0,0,0
L1FLnI_7q21.2a,0,1,0,0,0,0,0,0,0
L1FLnI_7q21.2b,0,2,0,0,0,0,0,0,0
L1FLnI_7q21.2c,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.2d,0,1,0,0,0,0,0,0,0
L1FLnI_7q21.2g,0,0,1,0,0,0,0,0,0
L1FLnI_7q21.2i,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.2j,1,3,3,2,7,6,3,4,3
L1FLnI_7q21.2k,1,1,3,2,3,0,1,0,1
L1FLnI_7q21.2l,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.2m,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.2o,8,29,13,109,90,60,11,8,4
L1FLnI_7q21.2p,0,0,0,0,1,0,0,0,0
L1FLnI_7q21.3a,4,11,7,5,0,3,3,4,3
L1FLnI_7q21.3aa,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3b,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3c,0,0,0,0,0,1,1,0,0
L1FLnI_7q21.3d,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3e,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3f,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3g,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3h,0,0,0,2,1,0,0,0,0
L1FLnI_7q21.3i,0,1,1,0,1,1,1,0,1
L1FLnI_7q21.3j,3,12,6,3,1,3,2,1,1
L1FLnI_7q21.3k,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3l,0,0,1,0,0,0,1,0,1
L1FLnI_7q21.3m,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3n,0,1,0,0,0,0,0,0,0
L1FLnI_7q21.3o,0,0,0,1,2,1,1,2,1
L1FLnI_7q21.3p,0,5,4,8,22,24,33,33,24
L1FLnI_7q21.3r,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3s,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3t,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3u,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3v,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3w,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3x,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3y,0,0,0,0,0,0,0,0,0
L1FLnI_7q21.3z,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.1a,6,41,48,34,26,31,103,74,56
L1FLnI_7q22.1b,0,0,1,0,0,0,0,0,0
L1FLnI_7q22.1c,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.1e,0,0,0,1,0,7,0,15,5
L1FLnI_7q22.1f,0,3,1,1,0,1,1,3,1
L1FLnI_7q22.1g,0,0,0,0,0,0,0,0,1
L1FLnI_7q22.1h,1,0,1,1,0,1,0,0,0
L1FLnI_7q22.1i,1,2,0,0,0,0,6,1,0
L1FLnI_7q22.1j,1,0,1,0,0,0,0,0,0
L1FLnI_7q22.1k,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.1l,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.1m,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.2a,4,12,11,5,4,4,5,7,3
L1FLnI_7q22.2b,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.2c,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.2e,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.2f,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.2g,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.3a,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.3b,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.3c,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.3d,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.3e,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.3f,0,0,0,0,0,0,0,0,0
L1FLnI_7q22.3g,0,1,0,2,1,0,3,0,1
L1FLnI_7q22.3h,0,0,0,0,0,0,0,0,2
L1FLnI_7q31.1a,0,2,1,0,0,0,0,0,0
L1FLnI_7q31.1aa,0,1,0,0,0,0,0,0,0
L1FLnI_7q31.1b,0,3,0,2,6,5,4,5,7
L1FLnI_7q31.1ba,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1ca,0,0,0,0,0,0,0,0,1
L1FLnI_7q31.1d,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1ea,0,0,0,0,1,0,0,1,1
L1FLnI_7q31.1g,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1ga,2,12,6,7,13,7,7,19,12
L1FLnI_7q31.1h,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1ha,0,0,0,0,0,0,1,0,0
L1FLnI_7q31.1i,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1j,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1ja,0,0,0,0,0,0,0,0,1
L1FLnI_7q31.1ka,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1l,0,0,0,0,2,0,1,2,0
L1FLnI_7q31.1la,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1m,0,0,1,0,0,0,0,0,0
L1FLnI_7q31.1ma,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1o,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1oa,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1p,1,0,0,0,0,0,0,0,0
L1FLnI_7q31.1q,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1qa,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1r,1,0,0,0,0,0,0,0,0
L1FLnI_7q31.1ra,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1sa,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1u,0,1,3,2,1,1,4,1,1
L1FLnI_7q31.1v,0,0,0,1,0,0,5,0,2
L1FLnI_7q31.1wa,1,1,0,0,0,0,0,0,0
L1FLnI_7q31.1x,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.1y,12,47,49,1,6,5,13,16,9
L1FLnI_7q31.1z,0,1,0,0,0,0,0,0,0
L1FLnI_7q31.2b,0,0,0,0,0,0,0,0,2
L1FLnI_7q31.2c,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.2f,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.2g,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.2j,0,0,1,0,0,0,0,1,0
L1FLnI_7q31.2k,0,2,3,1,0,0,2,0,0
L1FLnI_7q31.2l,4,11,11,17,13,10,16,20,21
L1FLnI_7q31.2m,0,1,0,1,2,0,1,3,2
L1FLnI_7q31.31a,0,0,0,0,1,1,2,0,0
L1FLnI_7q31.31b,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.31g,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.31i,0,0,0,0,0,0,0,1,0
L1FLnI_7q31.31j,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.31k,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.31l,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.31o,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.31q,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.31r,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32a,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32b,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32c,0,0,0,0,1,1,0,2,0
L1FLnI_7q31.32d,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32e,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32g,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32h,0,0,0,1,3,3,4,2,2
L1FLnI_7q31.32i,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32k,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32l,0,0,0,0,0,0,0,1,0
L1FLnI_7q31.32n,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32p,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33a,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33d,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33h,1,1,1,1,0,2,1,1,1
L1FLnI_7q31.33i,0,0,0,0,0,0,1,0,0
L1FLnI_7q31.33j,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33m,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33n,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33o,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33p,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33q,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33r,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33t,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.33u,0,0,0,0,0,0,0,0,0
L1FLnI_7q32.1,2,4,3,2,2,5,8,13,8
L1FLnI_7q32.2a,0,0,0,0,0,0,0,0,0
L1FLnI_7q32.2b,0,0,0,0,0,0,0,0,0
L1FLnI_7q32.2c,0,0,3,1,2,0,3,0,0
L1FLnI_7q32.3a,5,22,25,12,10,7,35,18,17
L1FLnI_7q32.3b,0,0,0,0,0,0,0,0,0
L1FLnI_7q33a,0,0,0,0,0,0,0,0,0
L1FLnI_7q33b,8,41,25,3,6,5,6,7,9
L1FLnI_7q33d,4,11,4,2,1,0,1,0,3
L1FLnI_7q33e,0,0,0,0,0,0,1,0,0
L1FLnI_7q33f,0,0,0,0,0,0,0,0,0
L1FLnI_7q33g,0,0,0,0,0,0,0,0,0
L1FLnI_7q33h,0,1,1,0,0,1,0,0,0
L1FLnI_7q33i,6,31,21,9,9,12,11,13,14
L1FLnI_7q33j,0,0,0,0,0,1,0,0,0
L1FLnI_7q33k,0,0,0,0,0,0,0,0,0
L1FLnI_7q33l,0,0,0,0,0,0,0,0,0
L1FLnI_7q33m,0,0,0,0,0,0,0,0,0
L1FLnI_7q33n,0,0,0,0,0,0,0,0,0
L1FLnI_7q33o,0,0,0,0,0,0,0,0,0
L1FLnI_7q33p,1,0,0,0,0,0,0,0,0
L1FLnI_7q33r,0,0,0,0,0,0,0,0,0
L1FLnI_7q33s,0,0,0,0,0,0,0,0,0
L1FLnI_7q33u,0,0,0,0,0,0,1,1,0
L1FLnI_7q34a,3,16,14,6,2,1,10,6,4
L1FLnI_7q34b,0,0,0,2,4,4,1,6,5
L1FLnI_7q34c,0,2,1,7,4,5,6,5,7
L1FLnI_7q34d,0,0,1,0,0,0,0,0,0
L1FLnI_7q34e,0,0,0,0,0,0,0,0,0
L1FLnI_7q34f,1,6,6,2,2,1,4,3,5
L1FLnI_7q34h,0,0,0,0,0,0,0,0,0
L1FLnI_7q34j,0,0,0,0,0,0,0,0,0
L1FLnI_7q34k,0,0,0,0,0,0,0,0,0
L1FLnI_7q35b,0,0,0,0,0,0,0,0,0
L1FLnI_7q35d,0,0,0,0,0,0,0,0,0
L1FLnI_7q35e,0,0,0,0,0,0,0,0,0
L1FLnI_7q35k,0,0,0,0,0,0,0,0,0
L1FLnI_7q35l,0,0,0,0,0,0,0,0,0
L1FLnI_7q35m,0,0,0,0,0,0,0,0,0
L1FLnI_7q35n,0,0,0,0,0,0,0,0,0
L1FLnI_7q35o,0,0,0,0,0,0,0,0,0
L1FLnI_7q35q,0,0,0,0,0,0,0,0,0
L1FLnI_7q35r,0,0,0,0,0,0,0,0,0
L1FLnI_7q35s,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1a,0,0,3,2,0,1,3,0,0
L1FLnI_7q36.1c,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1d,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1e,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1f,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1g,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1h,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1i,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1j,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1k,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1l,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.1m,0,0,1,0,0,0,0,0,0
L1FLnI_7q36.1o,0,0,0,5,4,3,2,5,1
L1FLnI_7q36.2b,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.2c,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.2d,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.2e,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.2f,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.2g,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.3a,0,0,0,0,0,0,0,2,0
L1FLnI_7q36.3d,0,3,0,0,0,0,0,2,2
L1FLnI_7q36.3e,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.3f,0,0,0,0,0,0,1,2,0
L1FLnI_7q36.3g,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1a,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1b,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1c,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1d,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1e,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1f,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1g,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1h,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.1i,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.21a,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.21b,1,1,4,1,3,0,3,1,0
L1FLnI_8p11.21c,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.21d,1,0,2,2,2,1,2,0,1
L1FLnI_8p11.21g,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.21i,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.21j,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.21k,3,20,20,7,9,7,8,11,8
L1FLnI_8p11.22a,0,0,0,1,0,0,0,0,0
L1FLnI_8p11.22b,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.22c,0,0,1,0,0,0,0,0,0
L1FLnI_8p11.22d,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.22e,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.23a,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.23b,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.23c,0,0,0,0,0,0,0,0,0
L1FLnI_8p12a,0,0,0,0,0,0,0,0,1
L1FLnI_8p12aa,0,0,0,0,0,0,0,0,0
L1FLnI_8p12b,0,0,0,0,0,0,0,0,0
L1FLnI_8p12ba,0,0,0,0,0,0,0,0,0
L1FLnI_8p12c,0,0,0,0,0,0,1,0,0
L1FLnI_8p12ca,0,0,0,0,0,0,0,0,0
L1FLnI_8p12d,0,0,0,0,0,0,0,0,0
L1FLnI_8p12da,0,0,0,0,0,0,0,0,0
L1FLnI_8p12ea,0,0,0,0,0,0,0,0,0
L1FLnI_8p12f,0,0,0,0,0,0,0,0,1
L1FLnI_8p12fa,0,0,0,0,0,0,0,0,0
L1FLnI_8p12ga,0,0,0,0,0,0,0,0,0
L1FLnI_8p12ha,0,0,0,0,0,0,0,0,0
L1FLnI_8p12i,0,0,1,0,0,0,0,0,0
L1FLnI_8p12j,0,0,0,0,0,0,0,0,0
L1FLnI_8p12ja,0,0,0,0,0,0,0,0,0
L1FLnI_8p12k,0,4,2,0,2,1,1,0,0
L1FLnI_8p12ka,0,0,0,0,0,0,0,0,0
L1FLnI_8p12la,0,0,0,0,0,0,0,0,0
L1FLnI_8p12m,2,5,1,0,2,2,3,2,2
L1FLnI_8p12ma,0,0,0,0,0,0,0,1,0
L1FLnI_8p12n,0,0,0,0,1,0,0,0,0
L1FLnI_8p12na,0,0,0,0,0,0,0,0,0
L1FLnI_8p12o,0,0,0,0,0,0,0,0,0
L1FLnI_8p12p,0,1,0,0,0,0,0,0,0
L1FLnI_8p12q,0,0,0,0,0,0,0,0,0
L1FLnI_8p12s,0,0,0,0,0,0,0,0,0
L1FLnI_8p12u,2,37,34,19,27,31,39,33,24
L1FLnI_8p12v,0,0,0,0,0,0,0,0,0
L1FLnI_8p12w,0,0,0,0,0,0,0,0,0
L1FLnI_8p12x,0,0,0,0,0,0,0,0,0
L1FLnI_8p12y,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.1,0,0,1,1,1,1,0,0,0
L1FLnI_8p21.2a,1,1,0,2,0,1,2,0,0
L1FLnI_8p21.2c,1,1,1,0,0,1,2,1,0
L1FLnI_8p21.2d,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.2f,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.2g,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.2h,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.2i,0,1,0,0,0,0,0,0,0
L1FLnI_8p21.2j,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.2l,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.2m,4,13,16,16,36,52,23,53,35
L1FLnI_8p21.2o,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.2p,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.3b,0,0,0,0,0,2,0,0,0
L1FLnI_8p21.3c,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.3d,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.3e,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.3f,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.3g,0,2,1,2,0,1,3,3,1
L1FLnI_8p21.3h,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.3i,0,2,2,0,0,2,1,1,1
L1FLnI_8p22b,0,0,0,0,0,0,0,0,0
L1FLnI_8p22c,0,0,1,0,0,0,0,0,0
L1FLnI_8p22e,0,0,0,0,0,0,0,0,1
L1FLnI_8p22f,0,0,0,0,0,0,0,0,0
L1FLnI_8p22i,0,0,0,0,0,0,0,0,0
L1FLnI_8p22l,0,0,0,1,0,0,0,0,0
L1FLnI_8p22m,0,0,0,0,0,0,0,0,0
L1FLnI_8p22o,0,0,0,0,0,0,0,0,0
L1FLnI_8p22p,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.1a,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.1b,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.1c,0,2,0,0,0,0,0,0,0
L1FLnI_8p23.1d,0,0,0,0,1,0,0,0,0
L1FLnI_8p23.1f,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.1g,0,0,0,0,0,0,2,0,0
L1FLnI_8p23.1h,10,79,64,12,9,4,10,19,15
L1FLnI_8p23.2a,0,1,0,0,0,0,0,0,0
L1FLnI_8p23.2b,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2c,0,0,1,0,0,0,0,0,0
L1FLnI_8p23.2d,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2g,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2h,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2i,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2j,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2l,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2n,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2p,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2q,0,0,0,0,0,0,0,0,0
